Iteration,EventNumber,TimeStep,StormLocation,AreaElementTextID,WatersideGroundElevation,StormWaterLevelDB,WaveDB,DepthLimitedWaveHeight,SLCContribution,TideContribution,WaveContribution,AdjustedWaveContribution,TotalWaterLevel
1,70,406,1,BH1,2.45,0.45,0.00,0.00,0.08,0.00,0.00,0.00,0.53
1,70,406,1,BH2,4.25,0.45,0.00,0.00,0.08,0.00,0.00,0.00,0.53
1,70,407,1,BH1,2.45,0.47,0.00,0.00,0.08,0.00,0.00,0.00,0.55
1,70,407,1,BH2,4.25,0.47,0.00,0.00,0.08,0.00,0.00,0.00,0.55
1,70,408,1,BH1,2.45,0.48,0.00,0.00,0.08,0.00,0.00,0.00,0.56
1,70,408,1,BH2,4.25,0.48,0.00,0.00,0.08,0.00,0.00,0.00,0.56
1,70,409,1,BH1,2.45,0.50,0.00,0.00,0.08,0.00,0.00,0.00,0.58
1,70,409,1,BH2,4.25,0.50,0.00,0.00,0.08,0.00,0.00,0.00,0.58
1,70,410,1,BH1,2.45,0.52,0.00,0.00,0.08,0.00,0.00,0.00,0.60
1,70,410,1,BH2,4.25,0.52,0.00,0.00,0.08,0.00,0.00,0.00,0.60
1,70,411,1,BH1,2.45,0.53,0.00,0.00,0.08,0.00,0.00,0.00,0.61
1,70,411,1,BH2,4.25,0.53,0.00,0.00,0.08,0.00,0.00,0.00,0.61
1,70,412,1,BH1,2.45,0.55,0.00,0.00,0.08,0.00,0.00,0.00,0.63
1,70,412,1,BH2,4.25,0.55,0.00,0.00,0.08,0.00,0.00,0.00,0.63
1,70,413,1,BH1,2.45,0.56,0.00,0.00,0.08,0.00,0.00,0.00,0.64
1,70,413,1,BH2,4.25,0.56,0.00,0.00,0.08,0.00,0.00,0.00,0.64
1,70,414,1,BH1,2.45,0.58,0.00,0.00,0.08,0.00,0.00,0.00,0.66
1,70,414,1,BH2,4.25,0.58,0.00,0.00,0.08,0.00,0.00,0.00,0.66
1,70,415,1,BH1,2.45,0.59,0.00,0.00,0.08,0.00,0.00,0.00,0.67
1,70,415,1,BH2,4.25,0.59,0.00,0.00,0.08,0.00,0.00,0.00,0.67
1,70,416,1,BH1,2.45,0.61,0.00,0.00,0.08,0.00,0.00,0.00,0.69
1,70,416,1,BH2,4.25,0.61,0.00,0.00,0.08,0.00,0.00,0.00,0.69
1,70,417,1,BH1,2.45,0.63,0.00,0.00,0.08,0.00,0.00,0.00,0.71
1,70,417,1,BH2,4.25,0.63,0.00,0.00,0.08,0.00,0.00,0.00,0.71
1,70,418,1,BH1,2.45,0.64,0.00,0.00,0.08,0.00,0.00,0.00,0.72
1,70,418,1,BH2,4.25,0.64,0.00,0.00,0.08,0.00,0.00,0.00,0.72
1,70,419,1,BH1,2.45,0.66,0.00,0.00,0.08,0.00,0.00,0.00,0.74
1,70,419,1,BH2,4.25,0.66,0.00,0.00,0.08,0.00,0.00,0.00,0.74
1,70,420,1,BH1,2.45,0.67,0.00,0.00,0.08,0.00,0.00,0.00,0.75
1,70,420,1,BH2,4.25,0.67,0.00,0.00,0.08,0.00,0.00,0.00,0.75
1,70,421,1,BH1,2.45,0.69,0.00,0.00,0.08,0.00,0.00,0.00,0.77
1,70,421,1,BH2,4.25,0.69,0.00,0.00,0.08,0.00,0.00,0.00,0.77
1,70,422,1,BH1,2.45,0.71,0.00,0.00,0.08,0.00,0.00,0.00,0.79
1,70,422,1,BH2,4.25,0.71,0.00,0.00,0.08,0.00,0.00,0.00,0.79
1,70,423,1,BH1,2.45,0.72,0.00,0.00,0.08,0.00,0.00,0.00,0.80
1,70,423,1,BH2,4.25,0.72,0.00,0.00,0.08,0.00,0.00,0.00,0.80
1,70,424,1,BH1,2.45,0.74,0.00,0.00,0.08,0.00,0.00,0.00,0.82
1,70,424,1,BH2,4.25,0.74,0.00,0.00,0.08,0.00,0.00,0.00,0.82
1,70,425,1,BH1,2.45,0.76,0.00,0.00,0.08,0.00,0.00,0.00,0.84
1,70,425,1,BH2,4.25,0.76,0.00,0.00,0.08,0.00,0.00,0.00,0.84
1,70,426,1,BH1,2.45,0.77,0.00,0.00,0.08,0.00,0.00,0.00,0.85
1,70,426,1,BH2,4.25,0.77,0.00,0.00,0.08,0.00,0.00,0.00,0.85
1,70,427,1,BH1,2.45,0.79,0.00,0.00,0.08,0.00,0.00,0.00,0.87
1,70,427,1,BH2,4.25,0.79,0.00,0.00,0.08,0.00,0.00,0.00,0.87
1,70,428,1,BH1,2.45,0.81,0.00,0.00,0.08,0.00,0.00,0.00,0.89
1,70,428,1,BH2,4.25,0.81,0.00,0.00,0.08,0.00,0.00,0.00,0.89
1,70,429,1,BH1,2.45,0.83,0.00,0.00,0.08,0.00,0.00,0.00,0.91
1,70,429,1,BH2,4.25,0.83,0.00,0.00,0.08,0.00,0.00,0.00,0.91
1,70,430,1,BH1,2.45,0.84,0.00,0.00,0.08,0.00,0.00,0.00,0.92
1,70,430,1,BH2,4.25,0.84,0.00,0.00,0.08,0.00,0.00,0.00,0.92
1,70,431,1,BH1,2.45,0.86,0.00,0.00,0.08,0.00,0.00,0.00,0.94
1,70,431,1,BH2,4.25,0.86,0.00,0.00,0.08,0.00,0.00,0.00,0.94
1,70,432,1,BH1,2.45,0.88,0.00,0.00,0.08,0.00,0.00,0.00,0.96
1,70,432,1,BH2,4.25,0.88,0.00,0.00,0.08,0.00,0.00,0.00,0.96
1,70,433,1,BH1,2.45,0.90,0.00,0.00,0.08,0.00,0.00,0.00,0.98
1,70,433,1,BH2,4.25,0.90,0.00,0.00,0.08,0.00,0.00,0.00,0.98
1,70,434,1,BH1,2.45,0.92,0.00,0.00,0.08,0.00,0.00,0.00,1.00
1,70,434,1,BH2,4.25,0.92,0.00,0.00,0.08,0.00,0.00,0.00,1.00
1,70,435,1,BH1,2.45,0.94,0.00,0.00,0.08,0.00,0.00,0.00,1.02
1,70,435,1,BH2,4.25,0.94,0.00,0.00,0.08,0.00,0.00,0.00,1.02
1,70,436,1,BH1,2.45,0.96,0.00,0.00,0.08,0.00,0.00,0.00,1.04
1,70,436,1,BH2,4.25,0.96,0.00,0.00,0.08,0.00,0.00,0.00,1.04
1,70,437,1,BH1,2.45,0.98,0.00,0.00,0.08,0.00,0.00,0.00,1.06
1,70,437,1,BH2,4.25,0.98,0.00,0.00,0.08,0.00,0.00,0.00,1.06
1,70,438,1,BH1,2.45,1.00,0.00,0.00,0.08,0.00,0.00,0.00,1.08
1,70,438,1,BH2,4.25,1.00,0.00,0.00,0.08,0.00,0.00,0.00,1.08
1,70,439,1,BH1,2.45,1.02,0.00,0.00,0.08,0.00,0.00,0.00,1.10
1,70,439,1,BH2,4.25,1.02,0.00,0.00,0.08,0.00,0.00,0.00,1.10
1,70,440,1,BH1,2.45,1.04,0.00,0.00,0.08,0.00,0.00,0.00,1.12
1,70,440,1,BH2,4.25,1.04,0.00,0.00,0.08,0.00,0.00,0.00,1.12
1,70,441,1,BH1,2.45,1.06,0.00,0.00,0.08,0.00,0.00,0.00,1.14
1,70,441,1,BH2,4.25,1.06,0.00,0.00,0.08,0.00,0.00,0.00,1.14
1,70,442,1,BH1,2.45,1.09,0.00,0.00,0.08,0.00,0.00,0.00,1.16
1,70,442,1,BH2,4.25,1.09,0.00,0.00,0.08,0.00,0.00,0.00,1.16
1,70,443,1,BH1,2.45,1.11,0.00,0.00,0.08,0.00,0.00,0.00,1.19
1,70,443,1,BH2,4.25,1.11,0.00,0.00,0.08,0.00,0.00,0.00,1.19
1,70,444,1,BH1,2.45,1.13,0.00,0.00,0.08,0.00,0.00,0.00,1.21
1,70,444,1,BH2,4.25,1.13,0.00,0.00,0.08,0.00,0.00,0.00,1.21
1,70,445,1,BH1,2.45,1.15,0.00,0.00,0.08,0.00,0.00,0.00,1.23
1,70,445,1,BH2,4.25,1.15,0.00,0.00,0.08,0.00,0.00,0.00,1.23
1,70,446,1,BH1,2.45,1.18,0.00,0.00,0.08,0.00,0.00,0.00,1.26
1,70,446,1,BH2,4.25,1.18,0.00,0.00,0.08,0.00,0.00,0.00,1.26
1,70,447,1,BH1,2.45,1.20,0.00,0.00,0.08,0.00,0.00,0.00,1.28
1,70,447,1,BH2,4.25,1.20,0.00,0.00,0.08,0.00,0.00,0.00,1.28
1,70,448,1,BH1,2.45,1.23,0.00,0.00,0.08,0.00,0.00,0.00,1.31
1,70,448,1,BH2,4.25,1.23,0.00,0.00,0.08,0.00,0.00,0.00,1.31
1,70,449,1,BH1,2.45,1.25,0.00,0.00,0.08,0.00,0.00,0.00,1.33
1,70,449,1,BH2,4.25,1.25,0.00,0.00,0.08,0.00,0.00,0.00,1.33
1,70,450,1,BH1,2.45,1.28,0.00,0.00,0.08,0.00,0.00,0.00,1.36
1,70,450,1,BH2,4.25,1.28,0.00,0.00,0.08,0.00,0.00,0.00,1.36
1,70,451,1,BH1,2.45,1.31,0.00,0.00,0.08,0.00,0.00,0.00,1.39
1,70,451,1,BH2,4.25,1.31,0.00,0.00,0.08,0.00,0.00,0.00,1.39
1,70,452,1,BH1,2.45,1.34,0.00,0.00,0.08,0.00,0.00,0.00,1.42
1,70,452,1,BH2,4.25,1.34,0.00,0.00,0.08,0.00,0.00,0.00,1.42
1,70,453,1,BH1,2.45,1.36,0.00,0.00,0.08,0.00,0.00,0.00,1.44
1,70,453,1,BH2,4.25,1.36,0.00,0.00,0.08,0.00,0.00,0.00,1.44
1,70,454,1,BH1,2.45,1.39,0.00,0.00,0.08,0.00,0.00,0.00,1.47
1,70,454,1,BH2,4.25,1.39,0.00,0.00,0.08,0.00,0.00,0.00,1.47
1,70,455,1,BH1,2.45,1.43,0.00,0.00,0.08,0.00,0.00,0.00,1.51
1,70,455,1,BH2,4.25,1.43,0.00,0.00,0.08,0.00,0.00,0.00,1.51
1,70,456,1,BH1,2.45,1.46,0.00,0.00,0.08,0.00,0.00,0.00,1.54
1,70,456,1,BH2,4.25,1.46,0.00,0.00,0.08,0.00,0.00,0.00,1.54
1,70,457,1,BH1,2.45,1.49,0.00,0.00,0.08,0.00,0.00,0.00,1.57
1,70,457,1,BH2,4.25,1.49,0.00,0.00,0.08,0.00,0.00,0.00,1.57
1,70,458,1,BH1,2.45,1.52,0.00,0.00,0.08,0.00,0.00,0.00,1.60
1,70,458,1,BH2,4.25,1.52,0.00,0.00,0.08,0.00,0.00,0.00,1.60
1,70,459,1,BH1,2.45,1.55,0.00,0.00,0.08,0.00,0.00,0.00,1.63
1,70,459,1,BH2,4.25,1.55,0.00,0.00,0.08,0.00,0.00,0.00,1.63
1,70,460,1,BH1,2.45,1.58,0.00,0.00,0.08,0.00,0.00,0.00,1.66
1,70,460,1,BH2,4.25,1.58,0.00,0.00,0.08,0.00,0.00,0.00,1.66
1,70,461,1,BH1,2.45,1.62,0.00,0.00,0.08,0.00,0.00,0.00,1.70
1,70,461,1,BH2,4.25,1.62,0.00,0.00,0.08,0.00,0.00,0.00,1.70
1,70,462,1,BH1,2.45,1.65,0.00,0.00,0.08,0.00,0.00,0.00,1.73
1,70,462,1,BH2,4.25,1.65,0.00,0.00,0.08,0.00,0.00,0.00,1.73
1,70,463,1,BH1,2.45,1.68,0.00,0.00,0.08,0.00,0.00,0.00,1.76
1,70,463,1,BH2,4.25,1.68,0.00,0.00,0.08,0.00,0.00,0.00,1.76
1,70,464,1,BH1,2.45,1.72,0.00,0.00,0.08,0.00,0.00,0.00,1.80
1,70,464,1,BH2,4.25,1.72,0.00,0.00,0.08,0.00,0.00,0.00,1.80
1,70,465,1,BH1,2.45,1.76,0.00,0.00,0.08,0.00,0.00,0.00,1.83
1,70,465,1,BH2,4.25,1.76,0.00,0.00,0.08,0.00,0.00,0.00,1.83
1,70,466,1,BH1,2.45,1.79,0.00,0.00,0.08,0.00,0.00,0.00,1.87
1,70,466,1,BH2,4.25,1.79,0.00,0.00,0.08,0.00,0.00,0.00,1.87
1,70,467,1,BH1,2.45,1.83,0.00,0.00,0.08,0.00,0.00,0.00,1.91
1,70,467,1,BH2,4.25,1.83,0.00,0.00,0.08,0.00,0.00,0.00,1.91
1,70,468,1,BH1,2.45,1.86,0.00,0.00,0.08,0.00,0.00,0.00,1.94
1,70,468,1,BH2,4.25,1.86,0.00,0.00,0.08,0.00,0.00,0.00,1.94
1,70,469,1,BH1,2.45,1.90,0.00,0.00,0.08,0.00,0.00,0.00,1.98
1,70,469,1,BH2,4.25,1.90,0.00,0.00,0.08,0.00,0.00,0.00,1.98
1,70,470,1,BH1,2.45,1.93,0.00,0.00,0.08,0.00,0.00,0.00,2.01
1,70,470,1,BH2,4.25,1.93,0.00,0.00,0.08,0.00,0.00,0.00,2.01
1,70,471,1,BH1,2.45,1.97,0.00,0.00,0.08,0.00,0.00,0.00,2.05
1,70,471,1,BH2,4.25,1.97,0.00,0.00,0.08,0.00,0.00,0.00,2.05
1,70,472,1,BH1,2.45,2.00,0.00,0.00,0.08,0.00,0.00,0.00,2.08
1,70,472,1,BH2,4.25,2.00,0.00,0.00,0.08,0.00,0.00,0.00,2.08
1,70,473,1,BH1,2.45,2.04,0.00,0.00,0.08,0.00,0.00,0.00,2.12
1,70,473,1,BH2,4.25,2.04,0.00,0.00,0.08,0.00,0.00,0.00,2.12
1,70,474,1,BH1,2.45,2.07,0.00,0.00,0.08,0.00,0.00,0.00,2.15
1,70,474,1,BH2,4.25,2.07,0.00,0.00,0.08,0.00,0.00,0.00,2.15
1,70,475,1,BH1,2.45,2.10,0.00,0.00,0.08,0.00,0.00,0.00,2.18
1,70,475,1,BH2,4.25,2.10,0.00,0.00,0.08,0.00,0.00,0.00,2.18
1,70,476,1,BH1,2.45,2.15,0.00,0.00,0.08,0.00,0.00,0.00,2.23
1,70,476,1,BH2,4.25,2.15,0.00,0.00,0.08,0.00,0.00,0.00,2.23
1,70,477,1,BH1,2.45,2.20,0.00,0.00,0.08,0.00,0.00,0.00,2.28
1,70,477,1,BH2,4.25,2.20,0.00,0.00,0.08,0.00,0.00,0.00,2.28
1,70,478,1,BH1,2.45,2.25,0.00,0.00,0.08,0.00,0.00,0.00,2.33
1,70,478,1,BH2,4.25,2.25,0.00,0.00,0.08,0.00,0.00,0.00,2.33
1,70,479,1,BH1,2.45,2.30,0.00,0.00,0.08,0.00,0.00,0.00,2.38
1,70,479,1,BH2,4.25,2.30,0.00,0.00,0.08,0.00,0.00,0.00,2.38
1,70,480,1,BH1,2.45,2.33,0.00,0.00,0.08,0.00,0.00,0.00,2.41
1,70,480,1,BH2,4.25,2.33,0.00,0.00,0.08,0.00,0.00,0.00,2.41
1,70,481,1,BH1,2.45,2.36,0.00,0.00,0.08,0.00,0.00,0.00,2.44
1,70,481,1,BH2,4.25,2.36,0.00,0.00,0.08,0.00,0.00,0.00,2.44
1,70,482,1,BH1,2.45,2.39,0.00,0.01,0.08,0.00,0.01,0.01,2.47
1,70,482,1,BH2,4.25,2.39,0.00,0.00,0.08,0.00,0.00,0.00,2.47
1,70,483,1,BH1,2.45,2.41,0.00,0.03,0.08,0.00,0.03,0.02,2.51
1,70,483,1,BH2,4.25,2.41,0.00,0.00,0.08,0.00,0.00,0.00,2.49
1,70,484,1,BH1,2.45,2.42,0.00,0.04,0.08,0.00,0.04,0.03,2.53
1,70,484,1,BH2,4.25,2.42,0.00,0.00,0.08,0.00,0.00,0.00,2.50
1,70,485,1,BH1,2.45,2.44,0.00,0.05,0.08,0.00,0.05,0.04,2.56
1,70,485,1,BH2,4.25,2.44,0.00,0.00,0.08,0.00,0.00,0.00,2.52
1,70,486,1,BH1,2.45,2.46,0.00,0.07,0.08,0.00,0.07,0.05,2.58
1,70,486,1,BH2,4.25,2.46,0.00,0.00,0.08,0.00,0.00,0.00,2.54
1,70,487,1,BH1,2.45,2.47,0.00,0.08,0.08,0.00,0.08,0.06,2.61
1,70,487,1,BH2,4.25,2.47,0.00,0.00,0.08,0.00,0.00,0.00,2.55
1,70,488,1,BH1,2.45,2.49,0.00,0.10,0.08,0.00,0.10,0.07,2.64
1,70,488,1,BH2,4.25,2.49,0.00,0.00,0.08,0.00,0.00,0.00,2.57
1,70,489,1,BH1,2.45,2.51,0.00,0.11,0.08,0.00,0.11,0.08,2.67
1,70,489,1,BH2,4.25,2.51,0.00,0.00,0.08,0.00,0.00,0.00,2.59
1,70,490,1,BH1,2.45,2.53,0.00,0.13,0.08,0.00,0.13,0.09,2.70
1,70,490,1,BH2,4.25,2.53,0.00,0.00,0.08,0.00,0.00,0.00,2.61
1,70,491,1,BH1,2.45,2.55,0.00,0.14,0.08,0.00,0.14,0.10,2.73
1,70,491,1,BH2,4.25,2.55,0.00,0.00,0.08,0.00,0.00,0.00,2.63
1,70,492,1,BH1,2.45,2.57,0.00,0.16,0.08,0.00,0.16,0.11,2.76
1,70,492,1,BH2,4.25,2.57,0.00,0.00,0.08,0.00,0.00,0.00,2.65
1,70,493,1,BH1,2.45,2.59,0.00,0.17,0.08,0.00,0.17,0.12,2.79
1,70,493,1,BH2,4.25,2.59,0.00,0.00,0.08,0.00,0.00,0.00,2.67
1,70,494,1,BH1,2.45,2.61,0.00,0.19,0.08,0.00,0.19,0.13,2.82
1,70,494,1,BH2,4.25,2.61,0.00,0.00,0.08,0.00,0.00,0.00,2.69
1,70,495,1,BH1,2.45,2.63,0.00,0.20,0.08,0.00,0.20,0.14,2.85
1,70,495,1,BH2,4.25,2.63,0.00,0.00,0.08,0.00,0.00,0.00,2.71
1,70,496,1,BH1,2.45,2.65,0.00,0.22,0.08,0.00,0.22,0.15,2.88
1,70,496,1,BH2,4.25,2.65,0.00,0.00,0.08,0.00,0.00,0.00,2.73
1,70,497,1,BH1,2.45,2.66,0.00,0.23,0.08,0.00,0.23,0.16,2.91
1,70,497,1,BH2,4.25,2.66,0.00,0.00,0.08,0.00,0.00,0.00,2.74
1,70,498,1,BH1,2.45,2.68,0.00,0.24,0.08,0.00,0.24,0.17,2.93
1,70,498,1,BH2,4.25,2.68,0.00,0.00,0.08,0.00,0.00,0.00,2.76
1,70,499,1,BH1,2.45,2.69,0.00,0.25,0.08,0.00,0.25,0.18,2.95
1,70,499,1,BH2,4.25,2.69,0.00,0.00,0.08,0.00,0.00,0.00,2.77
1,70,500,1,BH1,2.45,2.71,0.00,0.26,0.08,0.00,0.26,0.18,2.97
1,70,500,1,BH2,4.25,2.71,0.00,0.00,0.08,0.00,0.00,0.00,2.79
1,70,501,1,BH1,2.45,2.72,0.00,0.27,0.08,0.00,0.27,0.19,2.99
1,70,501,1,BH2,4.25,2.72,0.00,0.00,0.08,0.00,0.00,0.00,2.80
1,70,502,1,BH1,2.45,2.73,0.00,0.28,0.08,0.00,0.28,0.20,3.01
1,70,502,1,BH2,4.25,2.73,0.00,0.00,0.08,0.00,0.00,0.00,2.81
1,70,503,1,BH1,2.45,2.74,0.00,0.29,0.08,0.00,0.29,0.20,3.03
1,70,503,1,BH2,4.25,2.74,0.00,0.00,0.08,0.00,0.00,0.00,2.82
1,70,504,1,BH1,2.45,2.75,0.00,0.30,0.08,0.00,0.30,0.21,3.04
1,70,504,1,BH2,4.25,2.75,0.00,0.00,0.08,0.00,0.00,0.00,2.83
1,70,505,1,BH1,2.45,2.76,0.00,0.30,0.08,0.00,0.30,0.21,3.06
1,70,505,1,BH2,4.25,2.76,0.00,0.00,0.08,0.00,0.00,0.00,2.84
1,70,506,1,BH1,2.45,2.77,0.00,0.31,0.08,0.00,0.31,0.22,3.07
1,70,506,1,BH2,4.25,2.77,0.00,0.00,0.08,0.00,0.00,0.00,2.85
1,70,507,1,BH1,2.45,2.78,0.00,0.32,0.08,0.00,0.32,0.22,3.08
1,70,507,1,BH2,4.25,2.78,0.00,0.00,0.08,0.00,0.00,0.00,2.86
1,70,508,1,BH1,2.45,2.78,0.00,0.32,0.08,0.00,0.32,0.23,3.09
1,70,508,1,BH2,4.25,2.78,0.00,0.00,0.08,0.00,0.00,0.00,2.86
1,70,509,1,BH1,2.45,2.79,0.00,0.32,0.08,0.00,0.32,0.23,3.09
1,70,509,1,BH2,4.25,2.79,0.00,0.00,0.08,0.00,0.00,0.00,2.87
1,70,510,1,BH1,2.45,2.79,0.00,0.33,0.08,0.00,0.33,0.23,3.10
1,70,510,1,BH2,4.25,2.79,0.00,0.00,0.08,0.00,0.00,0.00,2.87
1,70,511,1,BH1,2.45,2.79,0.00,0.33,0.08,0.00,0.33,0.23,3.10
1,70,511,1,BH2,4.25,2.79,0.00,0.00,0.08,0.00,0.00,0.00,2.87
1,70,512,1,BH1,2.45,2.79,0.00,0.33,0.08,0.00,0.33,0.23,3.10
1,70,512,1,BH2,4.25,2.79,0.00,0.00,0.08,0.00,0.00,0.00,2.87
1,70,513,1,BH1,2.45,2.78,0.00,0.32,0.08,0.00,0.32,0.23,3.09
1,70,513,1,BH2,4.25,2.78,0.00,0.00,0.08,0.00,0.00,0.00,2.86
1,70,514,1,BH1,2.45,2.78,0.00,0.32,0.08,0.00,0.32,0.23,3.09
1,70,514,1,BH2,4.25,2.78,0.00,0.00,0.08,0.00,0.00,0.00,2.86
1,70,515,1,BH1,2.45,2.77,0.00,0.32,0.08,0.00,0.32,0.22,3.08
1,70,515,1,BH2,4.25,2.77,0.00,0.00,0.08,0.00,0.00,0.00,2.85
1,70,516,1,BH1,2.45,2.77,0.00,0.31,0.08,0.00,0.31,0.22,3.07
1,70,516,1,BH2,4.25,2.77,0.00,0.00,0.08,0.00,0.00,0.00,2.85
1,70,517,1,BH1,2.45,2.76,0.00,0.31,0.08,0.00,0.31,0.22,3.06
1,70,517,1,BH2,4.25,2.76,0.00,0.00,0.08,0.00,0.00,0.00,2.84
1,70,518,1,BH1,2.45,2.75,0.00,0.30,0.08,0.00,0.30,0.21,3.04
1,70,518,1,BH2,4.25,2.75,0.00,0.00,0.08,0.00,0.00,0.00,2.83
1,70,519,1,BH1,2.45,2.74,0.00,0.29,0.08,0.00,0.29,0.21,3.03
1,70,519,1,BH2,4.25,2.74,0.00,0.00,0.08,0.00,0.00,0.00,2.82
1,70,520,1,BH1,2.45,2.73,0.00,0.28,0.08,0.00,0.28,0.20,3.01
1,70,520,1,BH2,4.25,2.73,0.00,0.00,0.08,0.00,0.00,0.00,2.81
1,70,521,1,BH1,2.45,2.72,0.00,0.27,0.08,0.00,0.27,0.19,3.00
1,70,521,1,BH2,4.25,2.72,0.00,0.00,0.08,0.00,0.00,0.00,2.80
1,70,522,1,BH1,2.45,2.71,0.00,0.26,0.08,0.00,0.26,0.19,2.98
1,70,522,1,BH2,4.25,2.71,0.00,0.00,0.08,0.00,0.00,0.00,2.79
1,70,523,1,BH1,2.45,2.70,0.00,0.25,0.08,0.00,0.25,0.18,2.95
1,70,523,1,BH2,4.25,2.70,0.00,0.00,0.08,0.00,0.00,0.00,2.78
1,70,524,1,BH1,2.45,2.68,0.00,0.24,0.08,0.00,0.24,0.17,2.93
1,70,524,1,BH2,4.25,2.68,0.00,0.00,0.08,0.00,0.00,0.00,2.76
1,70,525,1,BH1,2.45,2.66,0.00,0.23,0.08,0.00,0.23,0.16,2.90
1,70,525,1,BH2,4.25,2.66,0.00,0.00,0.08,0.00,0.00,0.00,2.74
1,70,526,1,BH1,2.45,2.64,0.00,0.21,0.08,0.00,0.21,0.15,2.87
1,70,526,1,BH2,4.25,2.64,0.00,0.00,0.08,0.00,0.00,0.00,2.72
1,70,527,1,BH1,2.45,2.62,0.00,0.20,0.08,0.00,0.20,0.14,2.84
1,70,527,1,BH2,4.25,2.62,0.00,0.00,0.08,0.00,0.00,0.00,2.70
1,70,528,1,BH1,2.45,2.60,0.00,0.18,0.08,0.00,0.18,0.13,2.81
1,70,528,1,BH2,4.25,2.60,0.00,0.00,0.08,0.00,0.00,0.00,2.68
1,70,529,1,BH1,2.45,2.58,0.00,0.16,0.08,0.00,0.16,0.11,2.77
1,70,529,1,BH2,4.25,2.58,0.00,0.00,0.08,0.00,0.00,0.00,2.66
1,70,530,1,BH1,2.45,2.55,0.00,0.14,0.08,0.00,0.14,0.10,2.74
1,70,530,1,BH2,4.25,2.55,0.00,0.00,0.08,0.00,0.00,0.00,2.63
1,70,531,1,BH1,2.45,2.53,0.00,0.12,0.08,0.00,0.12,0.09,2.69
1,70,531,1,BH2,4.25,2.53,0.00,0.00,0.08,0.00,0.00,0.00,2.61
1,70,532,1,BH1,2.45,2.50,0.00,0.10,0.08,0.00,0.10,0.07,2.65
1,70,532,1,BH2,4.25,2.50,0.00,0.00,0.08,0.00,0.00,0.00,2.58
1,70,533,1,BH1,2.45,2.47,0.00,0.08,0.08,0.00,0.08,0.05,2.60
1,70,533,1,BH2,4.25,2.47,0.00,0.00,0.08,0.00,0.00,0.00,2.55
1,70,534,1,BH1,2.45,2.44,0.00,0.05,0.08,0.00,0.05,0.04,2.56
1,70,534,1,BH2,4.25,2.44,0.00,0.00,0.08,0.00,0.00,0.00,2.52
1,70,535,1,BH1,2.45,2.41,0.00,0.03,0.08,0.00,0.03,0.02,2.51
1,70,535,1,BH2,4.25,2.41,0.00,0.00,0.08,0.00,0.00,0.00,2.49
1,70,536,1,BH1,2.45,2.37,0.00,0.00,0.08,0.00,0.00,0.00,2.45
1,70,536,1,BH2,4.25,2.37,0.00,0.00,0.08,0.00,0.00,0.00,2.45
1,70,537,1,BH1,2.45,2.34,0.00,0.00,0.08,0.00,0.00,0.00,2.42
1,70,537,1,BH2,4.25,2.34,0.00,0.00,0.08,0.00,0.00,0.00,2.42
1,70,538,1,BH1,2.45,2.30,0.00,0.00,0.08,0.00,0.00,0.00,2.38
1,70,538,1,BH2,4.25,2.30,0.00,0.00,0.08,0.00,0.00,0.00,2.38
1,70,539,1,BH1,2.45,2.27,0.00,0.00,0.08,0.00,0.00,0.00,2.35
1,70,539,1,BH2,4.25,2.27,0.00,0.00,0.08,0.00,0.00,0.00,2.35
1,70,540,1,BH1,2.45,2.23,0.00,0.00,0.08,0.00,0.00,0.00,2.31
1,70,540,1,BH2,4.25,2.23,0.00,0.00,0.08,0.00,0.00,0.00,2.31
1,70,541,1,BH1,2.45,2.20,0.00,0.00,0.08,0.00,0.00,0.00,2.28
1,70,541,1,BH2,4.25,2.20,0.00,0.00,0.08,0.00,0.00,0.00,2.28
1,70,542,1,BH1,2.45,2.16,0.00,0.00,0.08,0.00,0.00,0.00,2.24
1,70,542,1,BH2,4.25,2.16,0.00,0.00,0.08,0.00,0.00,0.00,2.24
1,70,543,1,BH1,2.45,2.12,0.00,0.00,0.08,0.00,0.00,0.00,2.20
1,70,543,1,BH2,4.25,2.12,0.00,0.00,0.08,0.00,0.00,0.00,2.20
1,70,544,1,BH1,2.45,2.09,0.00,0.00,0.08,0.00,0.00,0.00,2.16
1,70,544,1,BH2,4.25,2.09,0.00,0.00,0.08,0.00,0.00,0.00,2.16
1,70,545,1,BH1,2.45,2.05,0.00,0.00,0.08,0.00,0.00,0.00,2.13
1,70,545,1,BH2,4.25,2.05,0.00,0.00,0.08,0.00,0.00,0.00,2.13
1,70,546,1,BH1,2.45,2.01,0.00,0.00,0.08,0.00,0.00,0.00,2.09
1,70,546,1,BH2,4.25,2.01,0.00,0.00,0.08,0.00,0.00,0.00,2.09
1,70,547,1,BH1,2.45,1.98,0.00,0.00,0.08,0.00,0.00,0.00,2.05
1,70,547,1,BH2,4.25,1.98,0.00,0.00,0.08,0.00,0.00,0.00,2.05
1,70,548,1,BH1,2.45,1.94,0.00,0.00,0.08,0.00,0.00,0.00,2.02
1,70,548,1,BH2,4.25,1.94,0.00,0.00,0.08,0.00,0.00,0.00,2.02
1,70,549,1,BH1,2.45,1.90,0.00,0.00,0.08,0.00,0.00,0.00,1.98
1,70,549,1,BH2,4.25,1.90,0.00,0.00,0.08,0.00,0.00,0.00,1.98
1,70,550,1,BH1,2.45,1.87,0.00,0.00,0.08,0.00,0.00,0.00,1.95
